h,kappa,dt,phi_right,phi_left,x0,N,Ldom,fixed_point_residual,lambda1_real,lambda1_imag,rho_F,arg_lambda,mode_type,lambda1_residual,right_edge_energy_fraction,left_edge_energy_fraction,two_edge_energy_fraction,ritz_iterations,runtime_s,lambda2_real,lambda2_imag,lambda2_abs,lambda2_residual,lambda3_real,lambda3_imag,lambda3_abs,lambda3_residual,lambda4_real,lambda4_imag,lambda4_abs,lambda4_residual,lambda5_real,lambda5_imag,lambda5_abs,lambda5_residual,excess_percent,log_growth_per_cell
0.015,5.0,0.003,0.25,0.4919590427218026,8.000564692820413,1067,16.0,9.744726137128623e-10,-1.0469914666815836,0.1850492766072929,1.0632188702599932,2.966655482290326,complex pair,6.181730147546312e-10,0.5376739947006903,0.4599688971975294,0.9976428918982198,360,5.454641103744507,-1.0469914666815836,-0.1850492766072929,1.0632188702599932,6.181730147546312e-10,-0.3088689256692563,-0.910987263094259,0.9619240129885775,0.2618978544745774,-0.3088689256692563,0.910987263094259,0.9619240129885775,0.2618978544745774,-0.1571000063835006,-0.5425083088846906,0.5647970230220967,0.7958393729380384,6.321887025999318,0.0613009768109309
0.015,10.0,0.0015,0.25,0.4919590427218026,8.000564692820413,1067,16.0,2.371689511448949e-10,-1.057871897510832,0.0,1.057871897510832,3.141592653589793,real flip,1.1476942679753146e-09,0.748545505022582,0.2492822334338685,0.9978277384564505,420,10.810187816619871,-0.9720888992063336,-0.3081177435285631,1.0197516226205845,0.0030092340434555,-0.9720888992063336,0.3081177435285631,1.0197516226205845,0.0030092340434555,-0.689993387759616,-0.7466191230261191,1.016627262087872,0.0041511022134955,-0.689993387759616,0.7466191230261191,1.016627262087872,0.0041511022134955,5.78718975108321,0.0562592462479133
0.015,15.0,0.001,0.25,0.4919590427218026,8.000564692820413,1067,16.0,1.3100726059533938e-10,-1.077483043347976,0.0,1.077483043347976,3.141592653589793,real flip,8.975931343842633e-10,0.782666914189081,0.2164685001267674,0.9991354143158484,320,5.259875297546387,-0.9753276817437548,-0.3276477683741964,1.0288912220911588,0.0010006379814338,-0.9753276817437548,0.3276477683741964,1.0288912220911588,0.0010006379814338,-0.67566283572368,-0.7598104931142036,1.016775419168173,0.0125596215990081,-0.67566283572368,0.7598104931142036,1.016775419168173,0.0125596215990081,7.748304334797607,0.0746278058398966
0.015,20.0,0.00075,0.25,0.4919590427218026,8.000564692820413,1067,16.0,1.1099541910044274e-10,-1.0832307242680137,0.0,1.0832307242680137,3.141592653589793,real flip,8.151087121023235e-10,0.7887039572312488,0.2105983843136963,0.9993023415449452,300,6.314192533493042,-0.9765946095608856,-0.3339056215176679,1.0320997991979646,0.0007112629776517,-0.9765946095608856,0.3339056215176679,1.0320997991979646,0.0007112629776517,-0.6721949055084073,-0.7649475787198581,1.0183274469348405,0.0152596918713118,-0.6721949055084073,0.7649475787198581,1.0183274469348405,0.0152596918713118,8.323072426801371,0.079947987127392
0.015,30.0,0.0005,0.25,0.4919590427218026,8.000564692820413,1067,16.0,9.312642540795779e-11,-1.0870361972883953,0.0,1.0870361972883953,3.141592653589793,real flip,2.890754628451164e-10,0.792041063059622,0.2073444953850294,0.9993855584446514,300,9.393569469451904,-0.9774223171314872,-0.3380999677279283,1.0342465732137147,0.0003882490725888,-0.9774223171314872,0.3380999677279283,1.0342465732137147,0.0003882490725888,-0.6697541099949226,-0.7684494361122393,1.019355239215608,0.0149584404173359,-0.6697541099949226,0.7684494361122393,1.019355239215608,0.0149584404173359,8.703619728839529,0.0834549077579506
0.02,5.0,0.004,0.25,0.9314692820413768,8.001814692820414,800,16.0,2.246835273389536e-09,-1.0392158733797932,0.0,1.0392158733797932,3.141592653589793,real flip,2.627259344993695e-09,0.6834282777688547,0.3103727151697629,0.9938009929386176,560,4.811860322952271,-0.6597186568654057,-0.7650622898275838,1.0102222594719048,0.0040130757352774,-0.6597186568654057,0.7650622898275838,1.0102222594719048,0.0040130757352774,-0.9295401699777924,-0.3092439558987195,0.9796309263504458,0.1736199432740328,-0.9295401699777924,0.3092439558987195,0.9796309263504458,0.1736199432740328,3.9215873379793154,0.0384664608724864
0.02,10.0,0.002,0.25,0.9314692820413768,8.001814692820414,800,16.0,3.2689217899402323e-09,-1.1187529833220369,0.0,1.1187529833220369,3.141592653589793,real flip,2.1840264001235067e-11,0.7941724534447202,0.2054639115484114,0.9996363649931316,240,7.390649080276489,-0.9725064047724316,-0.3939522746515256,1.0492697946793816,4.927576915395674e-05,-0.9725064047724316,0.3939522746515256,1.0492697946793816,4.927576915395674e-05,-0.5805069987290915,-0.8304099388282644,1.013197434895203,0.034419526166132,-0.5805069987290915,0.8304099388282644,1.013197434895203,0.034419526166132,11.875298332203688,0.1122146572599418
0.02,15.0,0.0013333333333333,0.25,0.9314692820413768,8.001814692820414,800,16.0,2.6630220251178116e-10,-1.1282301582610623,0.0,1.1282301582610623,3.141592653589793,real flip,3.289998632385112e-11,0.7954179535897321,0.2042575928440548,0.999675546433787,220,11.799489259719849,-0.9728045077891112,-0.4064931210439222,1.0543174416800871,4.5799778045055e-05,-0.9728045077891112,0.4064931210439222,1.0543174416800871,4.5799778045055e-05,-0.5623261821907688,-0.8360976562858573,1.00760608673427,0.078426156035306,-0.5623261821907688,0.8360976562858573,1.00760608673427,0.078426156035306,12.823015826106232,0.1206501732739111
0.02,20.0,0.001,0.25,0.9314692820413768,8.001814692820414,800,16.0,1.9240415488299631e-10,-1.130952135501076,0.0,1.130952135501076,3.141592653589793,real flip,1.8525638470174512e-11,0.794998888227791,0.2046873621457107,0.9996862503735018,220,6.324505567550659,-0.9725534983485212,-0.4104868565150852,1.0556324012276164,3.457316803066831e-05,-0.9725534983485212,0.4104868565150852,1.0556324012276164,3.457316803066831e-05,-0.5495437369870566,-0.8393475906770843,1.0032460799012002,0.1116075373193914,-0.5495437369870566,0.8393475906770843,1.0032460799012002,0.1116075373193914,13.095213550107609,0.1230598757265762
0.02,30.0,0.0006666666666666,0.25,0.9314692820413768,8.001814692820414,800,16.0,1.4770672828190183e-10,-1.1327947230332227,0.0,1.1327947230332227,3.141592653589793,real flip,1.072945734850584e-10,0.7946979184490751,0.2049948196357532,0.9996927380848284,200,10.77235460281372,-0.9723060598147838,-0.4132660100818668,1.056488461385895,6.129421692255671e-05,-0.9723060598147838,0.4132660100818668,1.056488461385895,6.129421692255671e-05,-0.5365674922513719,-0.8335892519570351,0.991350450002024,0.1263551223776579,-0.5365674922513719,0.8335892519570351,0.991350450002024,0.1263551223776579,13.27947230332227,0.124687785607152
0.03,5.0,0.006,0.25,0.3709795213609084,8.004314692820413,533,16.0,7.85108167367099e-09,-1.059263700882084,0.1601547157711842,1.071302534763247,2.9915348158728587,complex pair,7.582870418158051e-10,0.5777726534823352,0.4201733414891763,0.9979459949715116,340,2.764612913131714,-1.059263700882084,-0.1601547157711842,1.071302534763247,7.582870418158051e-10,-0.7735790493791825,-0.6600240949273875,1.0168856137851083,0.0077331367399108,-0.7735790493791825,0.6600240949273875,1.0168856137851083,0.0077331367399108,-0.1495966177246222,-0.8662934711760564,0.8791151950893055,0.3989152855146479,7.130253476324699,0.0688752303465343
0.03,10.0,0.003,0.25,0.3709795213609084,8.004314692820413,533,16.0,1.9174571930236084e-09,-1.0903788841359423,0.2071298426786821,1.1098778683700468,2.9538680126045422,complex pair,1.2876076436427877e-10,0.5817194172747604,0.4178799537914684,0.9995993710662288,240,4.96648097038269,-1.0903788841359423,-0.2071298426786821,1.1098778683700468,1.2876076436427877e-10,-0.7265347359843055,-0.7278814381961107,1.0284279802991667,0.0034957134110876,-0.7265347359843055,0.7278814381961107,1.0284279802991667,0.0034957134110876,-0.2674417499218832,-0.397010863983688,0.478688537279047,0.8052196508169349,10.987786837004675,0.1042499807752104
0.03,15.0,0.002,0.25,0.3709795213609084,8.004314692820413,533,16.0,8.840427279110941e-10,-1.0940881042759316,0.2137992132231185,1.1147819892216264,2.948611382431273,complex pair,3.848963574375679e-10,0.5800783016736771,0.4195634893430787,0.999641791016756,220,7.483981370925903,-1.0940881042759316,-0.2137992132231185,1.1147819892216264,3.848963574375679e-10,-0.7125493236538488,-0.7378508291616577,1.0257438202271087,0.0092904211241969,-0.7125493236538488,0.7378508291616577,1.0257438202271087,0.0092904211241969,-0.2636499286612576,-0.3715982780530287,0.4556276606342752,0.7072970135685059,11.47819892216264,0.1086588604327364
0.03,20.0,0.0015,0.25,0.3709795213609084,8.004314692820413,533,16.0,5.577023287628433e-10,-1.0952170484703068,0.2160221456485662,1.1163180329416078,2.9468509939094285,complex pair,3.245023740010536e-11,0.5793977583319708,0.4202552670328104,0.9996530253647812,240,9.46454691886902,-1.0952170484703068,-0.2160221456485662,1.1163180329416078,3.245023740010536e-11,-0.7061854484698314,-0.7426430955945493,1.024800787989935,0.0058422533012458,-0.7061854484698314,0.7426430955945493,1.024800787989935,0.0058422533012458,-0.391545459561325,-0.4889696235569573,0.6264177038243106,0.8426708982547971,11.63180329416078,0.1100357991153705
0.03,30.0,0.001,0.25,0.3709795213609084,8.004314692820413,533,16.0,2.9075464258454526e-10,-1.0959698810855354,0.2175777263409911,1.1173585133010613,2.9456154960773566,complex pair,2.438501440487022e-10,0.5788676045545192,0.420792582246135,0.9996601868006544,220,14.074847221374512,-1.0959698810855354,-0.2175777263409911,1.1173585133010613,2.438501440487022e-10,-0.7045840179733038,-0.7465150806694868,1.026510303918268,0.0096834663006254,-0.7045840179733038,0.7465150806694868,1.026510303918268,0.0096834663006254,-0.2267759495072426,0.4039434297862184,0.4632468302561444,0.8159262333777645,11.73585133010613,0.1109674294684398
